image_id,source,expected_target,expected_behavior,notes,disease_class
demo_145,local_test_pool:data/prepared_runtime_datasets/apricot__fruit/test/kayısıda_çiçek_monilyası_meyve_40/Kaysıda Çiçek Monilyası 119.JPG,apricot__fruit,known supported disease class: kayısıda_çiçek_monilyası_meyve_40; disease answer or review expected,supported disease coverage for apricot__fruit; split=test,kayısıda_çiçek_monilyası_meyve_40
demo_494,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_septoria_leaf_spot_yaprak/Kaggle_b018d1a5-ff83-4585-9461-ad60bf24b985___Keller.St_CG 1875.JPG,tomato__leaf,known supported disease class: domates_septoria_leaf_spot_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_septoria_leaf_spot_yaprak
demo_495,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_spotted_wilt_yaprak/Mendeley_Wilt_0919_001_leaf_02.jpg,tomato__leaf,known supported disease class: domates_spotted_wilt_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_spotted_wilt_yaprak
demo_496,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_spotted_wilt_yaprak/Mendeley_Wilt_1021_100_leaf_05.jpg,tomato__leaf,known supported disease class: domates_spotted_wilt_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_spotted_wilt_yaprak
demo_497,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_spotted_wilt_yaprak/Mendeley_Wilt_1021_102_leaf_02.jpg,tomato__leaf,known supported disease class: domates_spotted_wilt_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_spotted_wilt_yaprak
demo_498,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_spotted_wilt_yaprak/Mendeley_Wilt_1021_118_leaf_02.jpg,tomato__leaf,known supported disease class: domates_spotted_wilt_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_spotted_wilt_yaprak
demo_499,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_spotted_wilt_yaprak/Mendeley_Wilt_1021_154_leaf_00.jpg,tomato__leaf,known supported disease class: domates_spotted_wilt_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_spotted_wilt_yaprak
demo_500,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_spotted_wilt_yaprak/Mendeley_Wilt_1021_158_leaf_00.jpg,tomato__leaf,known supported disease class: domates_spotted_wilt_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_spotted_wilt_yaprak
demo_501,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_spotted_wilt_yaprak/Mendeley_Wilt_1021_163_leaf_00.jpg,tomato__leaf,known supported disease class: domates_spotted_wilt_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_spotted_wilt_yaprak
demo_502,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_spotted_wilt_yaprak/Mendeley_Wilt_1021_168_leaf_00.jpg,tomato__leaf,known supported disease class: domates_spotted_wilt_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_spotted_wilt_yaprak
demo_503,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_spotted_wilt_yaprak/Mendeley_Wilt_1112_001_leaf_01.jpg,tomato__leaf,known supported disease class: domates_spotted_wilt_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_spotted_wilt_yaprak
demo_504,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_spotted_wilt_yaprak/Mendeley_Wilt_1112_002_leaf_01.jpg,tomato__leaf,known supported disease class: domates_spotted_wilt_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_spotted_wilt_yaprak
demo_505,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_yellow_leaf_curl_yaprak/Kaggle_0402077e-1231-48b4-8aa6-3a9c492dc7e6___YLCV_GCREC 2163.JPG,tomato__leaf,known supported disease class: domates_yellow_leaf_curl_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_yellow_leaf_curl_yaprak
demo_506,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_yellow_leaf_curl_yaprak/Kaggle_bd82a16d-373d-4436-b5cb-efd84c4faf2a___UF.GRC_YLCV_Lab 02678.JPG,tomato__leaf,known supported disease class: domates_yellow_leaf_curl_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_yellow_leaf_curl_yaprak
demo_507,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_yellow_leaf_curl_yaprak/Kaggle_bdb177f1-13d0-4a45-b197-aa20ef75b4ca___UF.GRC_YLCV_Lab 02750.JPG,tomato__leaf,known supported disease class: domates_yellow_leaf_curl_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_yellow_leaf_curl_yaprak
demo_508,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_yellow_leaf_curl_yaprak/Kaggle_be1eeefb-fd4b-4382-8339-b31bc4932d2e___YLCV_GCREC 1913.JPG,tomato__leaf,known supported disease class: domates_yellow_leaf_curl_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_yellow_leaf_curl_yaprak
demo_509,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_yellow_leaf_curl_yaprak/Kaggle_be55448d-eb56-4e84-93d6-2df572cb3c92___YLCV_NREC 2248.JPG,tomato__leaf,known supported disease class: domates_yellow_leaf_curl_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_yellow_leaf_curl_yaprak
demo_510,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_yellow_leaf_curl_yaprak/Kaggle_bef7693e-4d44-4b74-8107-6363ac4eb5ef___YLCV_NREC 0172.JPG,tomato__leaf,known supported disease class: domates_yellow_leaf_curl_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_yellow_leaf_curl_yaprak
demo_511,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_yellow_leaf_curl_yaprak/Kaggle_bf9b8471-c0a7-42a3-bf77-f82fc1bc3fa8___YLCV_NREC 2022.JPG,tomato__leaf,known supported disease class: domates_yellow_leaf_curl_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_yellow_leaf_curl_yaprak
demo_512,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_yellow_leaf_curl_yaprak/Kaggle_c0478df2-f5b1-45e2-b106-e5021d97bfff___YLCV_GCREC 2113.JPG,tomato__leaf,known supported disease class: domates_yellow_leaf_curl_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_yellow_leaf_curl_yaprak
demo_513,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_yellow_leaf_curl_yaprak/Kaggle_c0a84714-dfa1-4478-8c64-baec0f874de6___YLCV_GCREC 2139.JPG,tomato__leaf,known supported disease class: domates_yellow_leaf_curl_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_yellow_leaf_curl_yaprak
demo_514,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_yellow_leaf_curl_yaprak/Kaggle_c1113e7c-1f38-46ce-bc06-0b7173efc271___YLCV_GCREC 2311.JPG,tomato__leaf,known supported disease class: domates_yellow_leaf_curl_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_yellow_leaf_curl_yaprak
